return_type,return_period,filing_date,total_taxable,total_tax,total_invoices,status,gstin
GSTR2B,102024,2024-11-18,,,,,02YKTPZ6224AQZR
GSTR3B,102024,2024-11-18,,,,,02YKTPZ6224AQZR
GSTR1,102024,2024-11-06,,,,,26RCLJF0323YVZ3
GSTR2B,102024,2025-01-11,,,,,26RCLJF0323YVZ3
GSTR3B,102024,2024-11-15,,,,,26RCLJF0323YVZ3
GSTR1,102024,2024-11-11,,,,,04RCLJF0323YNZH
GSTR2B,102024,2025-01-05,,,,,04RCLJF0323YNZH
GSTR3B,102024,2025-01-15,,,,,04RCLJF0323YNZH
GSTR1,102024,2024-11-10,,,,,08BYBAH1011VBZU
GSTR2B,102024,2024-12-04,,,,,08BYBAH1011VBZU
GSTR3B,102024,2025-01-11,,,,,08BYBAH1011VBZU
GSTR1,102024,2024-11-07,,,,,27ZSUCJ1036MKZT
GSTR2B,102024,2024-12-25,,,,,27ZSUCJ1036MKZT
GSTR3B,102024,2024-11-16,,,,,27ZSUCJ1036MKZT
GSTR1,102024,2024-11-10,,,,,29PDZAL5606ASZ0
GSTR2B,102024,2024-11-17,,,,,29PDZAL5606ASZ0
GSTR3B,102024,2024-11-17,,,,,29PDZAL5606ASZ0
GSTR1,102024,2024-11-26,,,,,06NQQPY4472HPZ3
GSTR2B,102024,2024-11-20,,,,,06NQQPY4472HPZ3
GSTR3B,102024,2024-11-18,,,,,06NQQPY4472HPZ3
GSTR1,102024,2025-01-01,,,,,01MIMHZ2258RGZ6
GSTR2B,102024,2024-11-15,,,,,01MIMHZ2258RGZ6
GSTR3B,102024,2024-11-15,,,,,01MIMHZ2258RGZ6
GSTR1,102024,2024-11-06,,,,,36QMUBJ2635PUZU
GSTR2B,102024,,,,,,36QMUBJ2635PUZU
GSTR3B,102024,2024-11-16,,,,,36QMUBJ2635PUZU
GSTR1,102024,2024-11-06,,,,,18GDFBX5712POZS
GSTR2B,102024,2024-12-06,,,,,18GDFBX5712POZS
GSTR3B,102024,2024-11-19,,,,,18GDFBX5712POZS
GSTR1,102024,2024-12-19,,,,,01ANHAR2967D4ZW
GSTR2B,102024,2024-11-18,,,,,01ANHAR2967D4ZW
GSTR3B,102024,2025-01-18,,,,,01ANHAR2967D4ZW
GSTR1,102024,2024-11-10,,,,,06WCBJC5618JFZ7
GSTR2B,102024,2024-11-16,,,,,06WCBJC5618JFZ7
GSTR3B,102024,2024-11-16,,,,,06WCBJC5618JFZ7
GSTR1,102024,2024-11-11,,,,,14JXHTN3667Y5ZQ
GSTR2B,102024,2024-11-18,,,,,14JXHTN3667Y5ZQ
GSTR3B,102024,2024-11-18,,,,,14JXHTN3667Y5ZQ
GSTR1,102024,2024-11-08,,,,,17KRMAH2280H5Z7
GSTR2B,102024,2024-11-15,,,,,17KRMAH2280H5Z7
GSTR3B,102024,2024-11-17,,,,,17KRMAH2280H5Z7
GSTR1,102024,2024-11-08,,,,,21KRMAH2280HJZ4
GSTR2B,102024,2024-12-10,,,,,21KRMAH2280HJZ4
GSTR3B,102024,2024-11-17,,,,,21KRMAH2280HJZ4
GSTR1,102024,2024-11-08,,,,,21MHKGQ5458X2ZE
GSTR2B,102024,2024-11-21,,,,,21MHKGQ5458X2ZE
GSTR3B,102024,2024-11-19,,,,,21MHKGQ5458X2ZE
GSTR1,102024,2024-11-06,,,,,34RHBCP5429NBZ0
GSTR2B,102024,2024-11-15,,,,,34RHBCP5429NBZ0
GSTR3B,102024,2024-11-20,,,,,34RHBCP5429NBZ0
GSTR1,102024,2024-11-06,,,,,35SHYPB4339MYZD
GSTR2B,102024,2024-11-18,,,,,35SHYPB4339MYZD
GSTR3B,102024,2024-11-16,,,,,35SHYPB4339MYZD
GSTR1,102024,2024-11-11,,,,,02TQTFI5946D6ZP
GSTR2B,102024,2024-11-15,,,,,02TQTFI5946D6ZP
GSTR3B,102024,2024-11-20,,,,,02TQTFI5946D6ZP
GSTR1,102024,2024-11-08,,,,,33VCYCP9274PXZK
GSTR2B,102024,2025-01-02,,,,,33VCYCP9274PXZK
GSTR3B,102024,2024-12-31,,,,,33VCYCP9274PXZK
GSTR1,102024,,,,,,09VCYCP9274P5Z3
GSTR2B,102024,2024-11-19,,,,,09VCYCP9274P5Z3
GSTR3B,102024,2024-11-16,,,,,09VCYCP9274P5Z3
GSTR1,102024,2024-11-07,,,,,34UKYPI8225VZZF
GSTR2B,102024,2024-11-15,,,,,34UKYPI8225VZZF
GSTR3B,102024,2024-12-26,,,,,34UKYPI8225VZZF
GSTR1,102024,2024-11-11,,,,,26YWZFS3843P3Z4
GSTR2B,102024,2024-11-15,,,,,26YWZFS3843P3Z4
GSTR3B,102024,2024-11-18,,,,,26YWZFS3843P3Z4
GSTR1,102024,2024-11-06,,,,,10ZICJD5474UMZ1
GSTR2B,102024,2024-11-18,,,,,10ZICJD5474UMZ1
GSTR3B,102024,2024-11-17,,,,,10ZICJD5474UMZ1
GSTR1,102024,2024-11-07,,,,,06JISJR0069HKZG
GSTR2B,102024,2024-11-18,,,,,06JISJR0069HKZG
GSTR3B,102024,2024-11-15,,,,,06JISJR0069HKZG
GSTR1,102024,2024-11-08,,,,,12BUHHN1557FAZ2
GSTR2B,102024,2024-11-17,,,,,12BUHHN1557FAZ2
GSTR3B,102024,2024-11-15,,,,,12BUHHN1557FAZ2
GSTR1,102024,,,,,,20QLRJJ6143SPZR
GSTR2B,102024,2024-12-31,,,,,20QLRJJ6143SPZR
GSTR3B,102024,2024-11-16,,,,,20QLRJJ6143SPZR
GSTR1,102024,2024-11-10,,,,,04CJJGW2962SNZ4
GSTR2B,102024,,,,,,04CJJGW2962SNZ4
GSTR3B,102024,2024-11-18,,,,,04CJJGW2962SNZ4
GSTR1,102024,2024-11-07,,,,,24EGTCU0607B9ZY
GSTR2B,102024,2024-11-18,,,,,24EGTCU0607B9ZY
GSTR3B,102024,2024-11-20,,,,,24EGTCU0607B9ZY
GSTR1,102024,2024-11-09,,,,,22WJNGF2848XQZL
GSTR2B,102024,2024-11-15,,,,,22WJNGF2848XQZL
GSTR3B,102024,2024-12-05,,,,,22WJNGF2848XQZL
GSTR1,102024,2024-11-09,,,,,26WJNGF2848X6ZX
GSTR2B,102024,2024-11-18,,,,,26WJNGF2848X6ZX
GSTR3B,102024,2024-11-17,,,,,26WJNGF2848X6ZX
GSTR1,102024,2024-11-11,,,,,03QAHFE7680NZZM
GSTR2B,102024,2024-11-20,,,,,03QAHFE7680NZZM
GSTR3B,102024,2024-11-19,,,,,03QAHFE7680NZZM
GSTR1,102024,2024-11-11,,,,,06LHWCW4227D3ZC
GSTR2B,102024,2024-11-18,,,,,06LHWCW4227D3ZC
GSTR3B,102024,2024-11-16,,,,,06LHWCW4227D3ZC
GSTR1,102024,2024-11-07,,,,,05NZJPJ8685W7ZH
GSTR2B,102024,2024-11-17,,,,,05NZJPJ8685W7ZH
GSTR3B,102024,2024-11-17,,,,,05NZJPJ8685W7ZH
GSTR1,102024,2024-11-07,,,,,33NZJPJ8685WOZ1
GSTR2B,102024,2024-11-17,,,,,33NZJPJ8685WOZ1
GSTR3B,102024,2024-12-25,,,,,33NZJPJ8685WOZ1
GSTR1,102024,2024-11-10,,,,,15JRSBT6524ILZ6
GSTR2B,102024,2024-11-18,,,,,15JRSBT6524ILZ6
GSTR3B,102024,2024-11-20,,,,,15JRSBT6524ILZ6
GSTR1,102024,2024-11-11,,,,,05JRSBT6524IEZE
GSTR2B,102024,2024-11-19,,,,,05JRSBT6524IEZE
GSTR3B,102024,,,,,,05JRSBT6524IEZE
GSTR1,102024,2024-11-11,,,,,37OSFJM8611XFZ8
GSTR2B,102024,2024-11-16,,,,,37OSFJM8611XFZ8
GSTR3B,102024,2024-11-17,,,,,37OSFJM8611XFZ8
GSTR1,102024,2024-11-08,,,,,32DMTBE6740M8Z7
GSTR2B,102024,2024-11-18,,,,,32DMTBE6740M8Z7
GSTR3B,102024,2024-11-17,,,,,32DMTBE6740M8Z7
GSTR1,102024,2024-11-08,,,,,35NGQBJ4498IXZA
GSTR2B,102024,2024-11-18,,,,,35NGQBJ4498IXZA
GSTR3B,102024,2024-12-23,,,,,35NGQBJ4498IXZA
GSTR1,102024,2024-11-09,,,,,10NGQBJ4498IOZV
GSTR2B,102024,2024-11-20,,,,,10NGQBJ4498IOZV
GSTR3B,102024,2024-12-01,,,,,10NGQBJ4498IOZV
GSTR1,102024,2024-11-08,,,,,20OUNAT3098ZWZV
GSTR2B,102024,2024-11-16,,,,,20OUNAT3098ZWZV
GSTR3B,102024,2024-11-15,,,,,20OUNAT3098ZWZV
GSTR1,102024,,,,,,13ZNDJR1569RGZM
GSTR2B,102024,,,,,,13ZNDJR1569RGZM
GSTR3B,102024,,,,,,13ZNDJR1569RGZM
GSTR1,102024,2024-11-09,,,,,34OPAAH0035IGZK
GSTR2B,102024,2024-11-19,,,,,34OPAAH0035IGZK
GSTR3B,102024,2024-11-20,,,,,34OPAAH0035IGZK
GSTR1,102024,2024-11-09,,,,,07UECLL4476UDZZ
GSTR2B,102024,2024-11-19,,,,,07UECLL4476UDZZ
GSTR3B,102024,2024-11-16,,,,,07UECLL4476UDZZ
GSTR1,102024,2024-11-06,,,,,01DEMBO8806RVZQ
GSTR2B,102024,2024-11-18,,,,,01DEMBO8806RVZQ
GSTR3B,102024,2024-11-16,,,,,01DEMBO8806RVZQ
GSTR1,102024,2024-12-04,,,,,34KBJLI9726XZZJ
GSTR2B,102024,2024-11-17,,,,,34KBJLI9726XZZJ
GSTR3B,102024,2024-11-16,,,,,34KBJLI9726XZZJ
GSTR1,102024,2024-11-07,,,,,16IBMPF0580C3ZS
GSTR2B,102024,2024-11-20,,,,,16IBMPF0580C3ZS
GSTR3B,102024,2024-11-15,,,,,16IBMPF0580C3ZS
GSTR1,102024,2024-11-07,,,,,20KPNGG6321U7ZL
GSTR2B,102024,,,,,,20KPNGG6321U7ZL
GSTR3B,102024,2024-12-16,,,,,20KPNGG6321U7ZL
GSTR1,102024,2024-11-09,,,,,36FGYBH3187T9ZK
GSTR2B,102024,2024-11-19,,,,,36FGYBH3187T9ZK
GSTR3B,102024,2024-11-17,,,,,36FGYBH3187T9ZK
GSTR1,102024,2024-11-07,,,,,07FGYBH3187TAZK
GSTR2B,102024,2024-11-16,,,,,07FGYBH3187TAZK
GSTR3B,102024,2024-11-20,,,,,07FGYBH3187TAZK
GSTR1,102024,2024-11-08,,,,,18PSFGQ4980NTZ8
GSTR2B,102024,2024-11-20,,,,,18PSFGQ4980NTZ8
GSTR3B,102024,2024-11-18,,,,,18PSFGQ4980NTZ8
GSTR1,102024,2024-11-08,,,,,20LABCR0354BEZN
GSTR2B,102024,2024-11-15,,,,,20LABCR0354BEZN
GSTR3B,102024,2024-11-15,,,,,20LABCR0354BEZN
GSTR1,102024,2024-11-08,,,,,07LABCR0354BNZ2
GSTR2B,102024,2024-11-20,,,,,07LABCR0354BNZ2
GSTR3B,102024,2025-01-10,,,,,07LABCR0354BNZ2
GSTR1,102024,2024-11-06,,,,,12WKQCH8988A7ZW
GSTR2B,102024,2024-11-16,,,,,12WKQCH8988A7ZW
GSTR3B,102024,2024-11-15,,,,,12WKQCH8988A7ZW
GSTR1,102024,2024-11-07,,,,,27BMFJL3720GXZO
GSTR2B,102024,2024-12-17,,,,,27BMFJL3720GXZO
GSTR3B,102024,2024-11-17,,,,,27BMFJL3720GXZO
GSTR1,102024,2024-11-10,,,,,23ZNYBI1921NDZD
GSTR2B,102024,2024-12-19,,,,,23ZNYBI1921NDZD
GSTR3B,102024,2024-11-19,,,,,23ZNYBI1921NDZD
GSTR1,102024,2024-11-07,,,,,22SAYPV7763CRZW
GSTR2B,102024,2024-11-16,,,,,22SAYPV7763CRZW
GSTR3B,102024,2024-11-27,,,,,22SAYPV7763CRZW
GSTR1,102024,2024-11-10,,,,,20SOELV7154AUZ7
GSTR2B,102024,2024-11-17,,,,,20SOELV7154AUZ7
GSTR3B,102024,2024-11-20,,,,,20SOELV7154AUZ7
GSTR1,092024,2024-10-10,,,,,03QAHFE7680NZZM
GSTR2B,092024,2024-10-20,,,,,03QAHFE7680NZZM
GSTR3B,092024,2024-10-18,,,,,03QAHFE7680NZZM
GSTR1,092024,2024-10-06,,,,,06LHWCW4227D3ZC
GSTR2B,092024,2024-10-16,,,,,06LHWCW4227D3ZC
GSTR3B,092024,2024-10-20,,,,,06LHWCW4227D3ZC
GSTR1,092024,2024-10-10,,,,,05NZJPJ8685W7ZH
GSTR2B,092024,2024-10-18,,,,,05NZJPJ8685W7ZH
GSTR3B,092024,2024-10-20,,,,,05NZJPJ8685W7ZH
GSTR1,092024,2024-10-10,,,,,33NZJPJ8685WOZ1
GSTR2B,092024,2024-10-17,,,,,33NZJPJ8685WOZ1
GSTR3B,092024,2024-10-15,,,,,33NZJPJ8685WOZ1
GSTR1,092024,2024-10-08,,,,,15JRSBT6524ILZ6
GSTR2B,092024,2024-10-17,,,,,15JRSBT6524ILZ6
GSTR3B,092024,2024-10-18,,,,,15JRSBT6524ILZ6
GSTR1,092024,2024-10-09,,,,,05JRSBT6524IEZE
GSTR2B,092024,2024-10-18,,,,,05JRSBT6524IEZE
GSTR3B,092024,2024-10-20,,,,,05JRSBT6524IEZE
GSTR1,092024,2024-10-10,,,,,37OSFJM8611XFZ8
GSTR2B,092024,2024-11-11,,,,,37OSFJM8611XFZ8
GSTR3B,092024,2024-10-16,,,,,37OSFJM8611XFZ8
GSTR1,092024,2024-10-09,,,,,32DMTBE6740M8Z7
GSTR2B,092024,2024-10-20,,,,,32DMTBE6740M8Z7
GSTR3B,092024,2024-10-24,,,,,32DMTBE6740M8Z7
GSTR1,092024,2024-10-06,,,,,35NGQBJ4498IXZA
GSTR2B,092024,2024-10-17,,,,,35NGQBJ4498IXZA
GSTR3B,092024,2024-10-19,,,,,35NGQBJ4498IXZA
GSTR1,092024,2024-10-08,,,,,10NGQBJ4498IOZV
GSTR2B,092024,2024-11-10,,,,,10NGQBJ4498IOZV
GSTR3B,092024,2024-10-23,,,,,10NGQBJ4498IOZV
GSTR1,092024,2024-10-10,,,,,20OUNAT3098ZWZV
GSTR2B,092024,2024-10-17,,,,,20OUNAT3098ZWZV
GSTR3B,092024,2024-10-16,,,,,20OUNAT3098ZWZV
GSTR1,092024,,,,,,13ZNDJR1569RGZM
GSTR2B,092024,,,,,,13ZNDJR1569RGZM
GSTR3B,092024,,,,,,13ZNDJR1569RGZM
GSTR1,092024,2024-10-08,,,,,34OPAAH0035IGZK
GSTR2B,092024,2024-10-19,,,,,34OPAAH0035IGZK
GSTR3B,092024,2024-10-15,,,,,34OPAAH0035IGZK
GSTR1,092024,2024-10-08,,,,,07UECLL4476UDZZ
GSTR2B,092024,2024-10-15,,,,,07UECLL4476UDZZ
GSTR3B,092024,2024-11-17,,,,,07UECLL4476UDZZ
GSTR1,092024,2024-10-11,,,,,01DEMBO8806RVZQ
GSTR2B,092024,2024-10-15,,,,,01DEMBO8806RVZQ
GSTR3B,092024,2024-10-20,,,,,01DEMBO8806RVZQ
GSTR1,092024,2024-10-09,,,,,34KBJLI9726XZZJ
GSTR2B,092024,2024-12-12,,,,,34KBJLI9726XZZJ
GSTR3B,092024,2024-10-16,,,,,34KBJLI9726XZZJ
GSTR1,092024,2024-10-10,,,,,16IBMPF0580C3ZS
GSTR2B,092024,2024-11-02,,,,,16IBMPF0580C3ZS
GSTR3B,092024,2024-11-21,,,,,16IBMPF0580C3ZS
GSTR1,092024,2024-10-09,,,,,20KPNGG6321U7ZL
GSTR2B,092024,2024-10-18,,,,,20KPNGG6321U7ZL
GSTR3B,092024,2024-11-23,,,,,20KPNGG6321U7ZL
GSTR1,092024,2024-10-11,,,,,36FGYBH3187T9ZK
GSTR2B,092024,2024-10-20,,,,,36FGYBH3187T9ZK
GSTR3B,092024,2024-10-16,,,,,36FGYBH3187T9ZK
GSTR1,092024,2024-10-11,,,,,07FGYBH3187TAZK
GSTR2B,092024,2024-10-16,,,,,07FGYBH3187TAZK
GSTR3B,092024,2024-10-16,,,,,07FGYBH3187TAZK
GSTR1,092024,2024-10-07,,,,,18PSFGQ4980NTZ8
GSTR2B,092024,2024-10-15,,,,,18PSFGQ4980NTZ8
GSTR3B,092024,2024-10-17,,,,,18PSFGQ4980NTZ8
GSTR1,092024,2024-10-11,,,,,20LABCR0354BEZN
GSTR2B,092024,2024-12-07,,,,,20LABCR0354BEZN
GSTR3B,092024,2024-10-19,,,,,20LABCR0354BEZN
GSTR1,092024,2024-10-09,,,,,07LABCR0354BNZ2
GSTR2B,092024,2024-10-19,,,,,07LABCR0354BNZ2
GSTR3B,092024,2024-10-17,,,,,07LABCR0354BNZ2
GSTR1,092024,2024-10-06,,,,,12WKQCH8988A7ZW
GSTR2B,092024,2024-10-20,,,,,12WKQCH8988A7ZW
GSTR3B,092024,2024-10-18,,,,,12WKQCH8988A7ZW
GSTR1,092024,2024-10-08,,,,,27BMFJL3720GXZO
GSTR2B,092024,2024-10-20,,,,,27BMFJL3720GXZO
GSTR3B,092024,2024-10-19,,,,,27BMFJL3720GXZO
GSTR1,092024,2024-10-09,,,,,23ZNYBI1921NDZD
GSTR2B,092024,2024-10-19,,,,,23ZNYBI1921NDZD
GSTR3B,092024,2024-10-16,,,,,23ZNYBI1921NDZD
GSTR1,092024,2024-10-06,,,,,22SAYPV7763CRZW
GSTR2B,092024,2024-10-17,,,,,22SAYPV7763CRZW
GSTR3B,092024,2024-10-15,,,,,22SAYPV7763CRZW
GSTR1,092024,2024-10-06,,,,,20SOELV7154AUZ7
GSTR2B,092024,2024-10-16,,,,,20SOELV7154AUZ7
GSTR3B,092024,2024-11-20,,,,,20SOELV7154AUZ7
GSTR1,092024,2024-11-17,,,,,16RNUCV0563YVZX
GSTR2B,092024,2024-10-20,,,,,16RNUCV0563YVZX
GSTR3B,092024,2024-10-15,,,,,16RNUCV0563YVZX
GSTR1,092024,2024-10-06,,,,,01TLXTG7331WGZ2
GSTR2B,092024,2024-10-15,,,,,01TLXTG7331WGZ2
GSTR3B,092024,2024-10-16,,,,,01TLXTG7331WGZ2
GSTR1,092024,2024-12-01,,,,,35DDMPR5986XVZY
GSTR2B,092024,2024-10-15,,,,,35DDMPR5986XVZY
GSTR3B,092024,2024-10-17,,,,,35DDMPR5986XVZY
GSTR1,092024,2024-11-03,,,,,22TVHPP6202IAZZ
GSTR2B,092024,2024-10-19,,,,,22TVHPP6202IAZZ
GSTR3B,092024,2024-10-19,,,,,22TVHPP6202IAZZ
GSTR1,092024,2024-11-20,,,,,02BKOLB2495WPZY
GSTR2B,092024,2024-10-19,,,,,02BKOLB2495WPZY
GSTR3B,092024,2024-10-18,,,,,02BKOLB2495WPZY
GSTR1,092024,2024-10-10,,,,,26YKTPZ6224A9ZY
GSTR2B,092024,2024-10-17,,,,,26YKTPZ6224A9ZY
GSTR3B,092024,2024-10-15,,,,,26YKTPZ6224A9ZY
GSTR1,092024,2024-10-08,,,,,02YKTPZ6224AQZR
GSTR2B,092024,2024-10-17,,,,,02YKTPZ6224AQZR
GSTR3B,092024,2024-10-17,,,,,02YKTPZ6224AQZR
GSTR1,092024,2024-10-10,,,,,26RCLJF0323YVZ3
GSTR2B,092024,2024-10-15,,,,,26RCLJF0323YVZ3
GSTR3B,092024,2024-10-18,,,,,26RCLJF0323YVZ3
GSTR1,092024,2024-10-09,,,,,04RCLJF0323YNZH
GSTR2B,092024,2024-10-20,,,,,04RCLJF0323YNZH
GSTR3B,092024,,,,,,04RCLJF0323YNZH
GSTR1,092024,2024-10-11,,,,,08BYBAH1011VBZU
GSTR2B,092024,2024-10-20,,,,,08BYBAH1011VBZU
GSTR3B,092024,2024-10-17,,,,,08BYBAH1011VBZU
GSTR1,092024,2024-10-10,,,,,27ZSUCJ1036MKZT
GSTR2B,092024,2024-11-08,,,,,27ZSUCJ1036MKZT
GSTR3B,092024,2024-10-20,,,,,27ZSUCJ1036MKZT
GSTR1,092024,2024-10-06,,,,,29PDZAL5606ASZ0
GSTR2B,092024,2024-10-18,,,,,29PDZAL5606ASZ0
GSTR3B,092024,2024-10-17,,,,,29PDZAL5606ASZ0
GSTR1,092024,2024-10-08,,,,,06NQQPY4472HPZ3
GSTR2B,092024,2024-10-17,,,,,06NQQPY4472HPZ3
GSTR3B,092024,2024-10-18,,,,,06NQQPY4472HPZ3
GSTR1,092024,2024-10-09,,,,,01MIMHZ2258RGZ6
GSTR2B,092024,2024-10-16,,,,,01MIMHZ2258RGZ6
GSTR3B,092024,2024-10-17,,,,,01MIMHZ2258RGZ6
GSTR1,092024,2024-10-11,,,,,36QMUBJ2635PUZU
GSTR2B,092024,2024-12-05,,,,,36QMUBJ2635PUZU
GSTR3B,092024,2024-10-18,,,,,36QMUBJ2635PUZU
GSTR1,092024,2024-10-06,,,,,18GDFBX5712POZS
GSTR2B,092024,2024-10-17,,,,,18GDFBX5712POZS
GSTR3B,092024,2024-11-20,,,,,18GDFBX5712POZS
GSTR1,092024,2024-10-08,,,,,01ANHAR2967D4ZW
GSTR2B,092024,2024-10-20,,,,,01ANHAR2967D4ZW
GSTR3B,092024,2024-10-16,,,,,01ANHAR2967D4ZW
GSTR1,092024,2024-10-06,,,,,06WCBJC5618JFZ7
GSTR2B,092024,2024-10-20,,,,,06WCBJC5618JFZ7
GSTR3B,092024,2024-10-18,,,,,06WCBJC5618JFZ7
GSTR1,092024,2024-11-02,,,,,14JXHTN3667Y5ZQ
GSTR2B,092024,2024-11-17,,,,,14JXHTN3667Y5ZQ
GSTR3B,092024,2024-10-15,,,,,14JXHTN3667Y5ZQ
GSTR1,092024,2024-10-10,,,,,17KRMAH2280H5Z7
GSTR2B,092024,2024-10-17,,,,,17KRMAH2280H5Z7
GSTR3B,092024,2024-10-16,,,,,17KRMAH2280H5Z7
GSTR1,092024,2024-10-10,,,,,21KRMAH2280HJZ4
GSTR2B,092024,2024-10-16,,,,,21KRMAH2280HJZ4
GSTR3B,092024,2024-10-18,,,,,21KRMAH2280HJZ4
GSTR1,092024,2024-10-07,,,,,21MHKGQ5458X2ZE
GSTR2B,092024,2024-10-17,,,,,21MHKGQ5458X2ZE
GSTR3B,092024,2024-10-17,,,,,21MHKGQ5458X2ZE
GSTR1,092024,2024-10-06,,,,,34RHBCP5429NBZ0
GSTR2B,092024,2024-10-15,,,,,34RHBCP5429NBZ0
GSTR3B,092024,2024-10-19,,,,,34RHBCP5429NBZ0
GSTR1,092024,2024-10-08,,,,,35SHYPB4339MYZD
GSTR2B,092024,2024-10-18,,,,,35SHYPB4339MYZD
GSTR3B,092024,2024-10-18,,,,,35SHYPB4339MYZD
GSTR1,092024,,,,,,02TQTFI5946D6ZP
GSTR2B,092024,2024-10-30,,,,,02TQTFI5946D6ZP
GSTR3B,092024,2024-10-18,,,,,02TQTFI5946D6ZP
GSTR1,092024,2024-10-08,,,,,33VCYCP9274PXZK
GSTR2B,092024,2024-10-16,,,,,33VCYCP9274PXZK
GSTR3B,092024,2024-10-18,,,,,33VCYCP9274PXZK
GSTR1,092024,2024-10-09,,,,,09VCYCP9274P5Z3
GSTR2B,092024,2024-10-19,,,,,09VCYCP9274P5Z3
GSTR3B,092024,2024-10-18,,,,,09VCYCP9274P5Z3
GSTR1,092024,2024-10-08,,,,,34UKYPI8225VZZF
GSTR2B,092024,2024-10-18,,,,,34UKYPI8225VZZF
GSTR3B,092024,,,,,,34UKYPI8225VZZF
GSTR1,092024,2024-12-06,,,,,26YWZFS3843P3Z4
GSTR2B,092024,2024-10-20,,,,,26YWZFS3843P3Z4
GSTR3B,092024,2024-10-18,,,,,26YWZFS3843P3Z4
GSTR1,092024,2024-10-08,,,,,10ZICJD5474UMZ1
GSTR2B,092024,2024-10-18,,,,,10ZICJD5474UMZ1
GSTR3B,092024,2024-10-18,,,,,10ZICJD5474UMZ1
GSTR1,092024,2024-10-08,,,,,06JISJR0069HKZG
GSTR2B,092024,2024-10-19,,,,,06JISJR0069HKZG
GSTR3B,092024,2024-10-19,,,,,06JISJR0069HKZG
GSTR1,092024,2024-10-11,,,,,12BUHHN1557FAZ2
GSTR2B,092024,2024-10-20,,,,,12BUHHN1557FAZ2
GSTR3B,092024,2024-10-15,,,,,12BUHHN1557FAZ2
GSTR1,092024,2024-10-09,,,,,20QLRJJ6143SPZR
GSTR2B,092024,2024-10-20,,,,,20QLRJJ6143SPZR
GSTR3B,092024,2024-10-19,,,,,20QLRJJ6143SPZR
GSTR1,092024,2024-10-06,,,,,04CJJGW2962SNZ4
GSTR2B,092024,2024-10-16,,,,,04CJJGW2962SNZ4
GSTR3B,092024,2024-10-18,,,,,04CJJGW2962SNZ4
GSTR1,092024,2024-10-11,,,,,24EGTCU0607B9ZY
GSTR2B,092024,2024-11-08,,,,,24EGTCU0607B9ZY
GSTR3B,092024,2024-10-19,,,,,24EGTCU0607B9ZY
GSTR1,092024,2024-10-09,,,,,22WJNGF2848XQZL
GSTR2B,092024,2024-10-20,,,,,22WJNGF2848XQZL
GSTR3B,092024,2024-10-17,,,,,22WJNGF2848XQZL
GSTR1,092024,2024-11-05,,,,,26WJNGF2848X6ZX
GSTR2B,092024,2024-10-16,,,,,26WJNGF2848X6ZX
GSTR3B,092024,2024-10-15,,,,,26WJNGF2848X6ZX
GSTR1,082024,2024-09-08,,,,,10ZICJD5474UMZ1
GSTR2B,082024,2024-09-20,,,,,10ZICJD5474UMZ1
GSTR3B,082024,2024-09-17,,,,,10ZICJD5474UMZ1
GSTR1,082024,2024-09-10,,,,,06JISJR0069HKZG
GSTR2B,082024,2024-09-17,,,,,06JISJR0069HKZG
GSTR3B,082024,2024-09-15,,,,,06JISJR0069HKZG
GSTR1,082024,2024-09-10,,,,,12BUHHN1557FAZ2
GSTR2B,082024,2024-09-17,,,,,12BUHHN1557FAZ2
GSTR3B,082024,2024-11-18,,,,,12BUHHN1557FAZ2
GSTR1,082024,2024-09-08,,,,,20QLRJJ6143SPZR
GSTR2B,082024,2024-09-19,,,,,20QLRJJ6143SPZR
GSTR3B,082024,2024-10-29,,,,,20QLRJJ6143SPZR
GSTR1,082024,2024-09-06,,,,,04CJJGW2962SNZ4
GSTR2B,082024,,,,,,04CJJGW2962SNZ4
GSTR3B,082024,2024-09-16,,,,,04CJJGW2962SNZ4
GSTR1,082024,2024-09-11,,,,,24EGTCU0607B9ZY
GSTR2B,082024,2024-09-20,,,,,24EGTCU0607B9ZY
GSTR3B,082024,2024-09-20,,,,,24EGTCU0607B9ZY
GSTR1,082024,2024-09-07,,,,,22WJNGF2848XQZL
GSTR2B,082024,2024-09-15,,,,,22WJNGF2848XQZL
GSTR3B,082024,2024-09-16,,,,,22WJNGF2848XQZL
GSTR1,082024,2024-09-10,,,,,26WJNGF2848X6ZX
GSTR2B,082024,2024-09-19,,,,,26WJNGF2848X6ZX
GSTR3B,082024,2024-09-18,,,,,26WJNGF2848X6ZX
GSTR1,082024,2024-09-10,,,,,03QAHFE7680NZZM
GSTR2B,082024,2024-10-08,,,,,03QAHFE7680NZZM
GSTR3B,082024,2024-09-19,,,,,03QAHFE7680NZZM
GSTR1,082024,2024-09-06,,,,,06LHWCW4227D3ZC
GSTR2B,082024,2024-09-16,,,,,06LHWCW4227D3ZC
GSTR3B,082024,,,,,,06LHWCW4227D3ZC
GSTR1,082024,2024-09-06,,,,,05NZJPJ8685W7ZH
GSTR2B,082024,2024-09-16,,,,,05NZJPJ8685W7ZH
GSTR3B,082024,2024-09-17,,,,,05NZJPJ8685W7ZH
GSTR1,082024,2024-09-06,,,,,33NZJPJ8685WOZ1
GSTR2B,082024,2024-09-19,,,,,33NZJPJ8685WOZ1
GSTR3B,082024,2024-09-16,,,,,33NZJPJ8685WOZ1
GSTR1,082024,2024-09-11,,,,,15JRSBT6524ILZ6
